"","voting","combined_fips","region","sex","metsize","educnew","incomenew","racenew","classic_music","opera","play","dance_perfom","ballet","livemusperf","museum","books","cinema","sport"
"1",5,1003,3,2,0,2,3,1,999,999,999,999,999,999,999,999,999,999
"2",5,1003,3,2,0,3,3,1,999,999,999,999,999,1,999,999,999,999
"3",5,1003,3,1,0,3,2,1,2,2,2,2,2,999,1,2,2,2
"4",5,1003,3,1,0,2,5,1,1,2,2,2,2,999,1,1,999,999
"5",5,1003,3,2,0,3,4,1,999,999,999,999,999,999,999,999,999,999
"6",5,1003,3,2,0,3,3,1,2,2,2,1,2,999,2,1,999,999
"7",5,1003,3,1,0,2,5,1,999,999,999,999,999,999,999,999,999,999
"8",5,1003,3,1,0,1,1,1,999,999,999,999,999,1,999,999,2,2
"9",5,1003,3,2,0,3,5,1,999,999,999,999,999,1,999,999,1,1
"10",5,1003,3,1,0,2,2,1,999,999,999,999,999,2,999,999,1,2
"11",5,1003,3,1,0,3,5,1,1,2,2,2,2,999,1,1,999,999
"12",5,1003,3,1,0,3,3,1,999,999,999,999,999,1,999,999,999,999
"13",5,1003,3,2,0,2,5,2,999,999,999,999,999,999,999,999,999,999
"14",5,1003,3,2,0,1,1,1,2,2,2,2,2,999,2,1,2,2
"15",5,1003,3,2,0,2,1,4,999,999,999,999,999,2,999,999,999,999
"16",5,1003,3,1,0,2,1,2,999,999,999,999,999,1,999,999,999,999
"17",5,1003,3,1,0,1,2,1,2,2,2,2,2,999,2,2,999,999
"18",5,1003,3,1,0,3,4,1,999,999,999,999,999,2,999,999,2,2
"19",5,1003,3,1,0,3,3,1,999,999,999,999,999,999,999,999,999,999
"20",5,1003,3,2,0,3,2,1,2,2,2,2,2,999,2,1,2,2
"21",5,1003,3,1,0,3,5,2,999,999,999,999,999,2,999,999,1,2
"22",5,1003,3,2,0,2,2,1,999,999,999,999,999,999,999,999,999,999
"23",5,1003,3,1,0,1,5,2,999,999,999,999,999,2,999,999,2,2
"24",5,1003,3,1,0,3,3,1,2,2,2,2,2,999,2,2,1,1
"25",5,1003,3,1,0,1,3,1,2,2,2,2,2,999,2,2,999,999
"26",5,1003,3,1,0,3,3,1,999,999,999,999,999,999,999,999,999,999
"27",5,1003,3,2,0,1,2,1,999,999,999,999,999,999,999,999,999,999
"28",5,1003,3,1,0,2,2,1,999,999,999,999,999,2,999,999,2,2
"29",5,1003,3,1,0,1,1,1,999,999,999,999,999,999,999,999,999,999
"30",5,1003,3,2,0,2,2,1,2,2,2,2,2,999,2,1,999,999
"31",5,1003,3,2,0,1,1,1,999,999,999,999,999,2,999,999,2,2
"32",5,1003,3,2,0,1,1,1,999,999,999,999,999,999,999,999,999,999
"33",5,1003,3,2,0,3,5,1,999,999,999,999,999,999,999,999,999,999
"34",5,1003,3,2,0,2,4,1,1,2,2,2,2,999,2,1,999,999
"35",5,1003,3,2,0,1,1,1,2,2,2,2,2,999,2,1,999,999
"36",5,1003,3,2,0,2,1,1,999,999,999,999,999,999,999,999,999,999
"37",5,1003,3,1,0,2,4,1,999,999,999,999,999,999,999,999,999,999
"38",5,1015,3,1,2,1,3,1,2,2,2,2,2,999,2,2,2,1
"39",5,1015,3,2,2,2,1,1,2,2,2,2,2,999,2,1,1,2
"40",5,1015,3,1,2,3,2,1,999,999,999,999,999,2,999,999,1,2
"41",5,1015,3,2,2,1,4,1,999,999,999,999,999,2,999,999,2,2
"42",5,1015,3,1,2,1,4,1,999,999,999,999,999,2,999,999,2,1
"43",5,1015,3,2,2,2,1,1,2,2,2,2,2,999,2,1,1,1
"44",5,1015,3,1,2,3,3,1,1,2,2,2,2,999,2,1,999,999
"45",5,1015,3,2,2,2,2,1,2,2,2,2,2,999,2,1,2,2
"46",5,1015,3,1,2,1,2,2,999,999,999,999,999,999,999,999,999,999
"47",5,1015,3,2,2,3,1,1,2,2,2,1,2,999,2,1,999,999
"48",5,1015,3,2,2,2,4,1,999,999,999,999,999,999,999,999,999,999
"49",5,1015,3,2,2,2,3,1,999,999,999,999,999,999,999,999,999,999
"50",5,1015,3,2,2,3,2,1,999,999,999,999,999,999,999,999,999,999
"51",5,1015,3,1,2,1,2,2,999,999,999,999,999,999,999,999,999,999
"52",5,1015,3,2,2,2,3,1,999,999,999,999,999,999,999,999,999,999
"53",5,1015,3,2,2,1,1,2,2,2,2,2,2,999,2,1,999,999
"54",5,1015,3,2,2,2,1,1,2,2,2,2,2,999,1,1,999,999
"55",5,1015,3,1,2,1,2,1,999,999,999,999,999,999,999,999,999,999
"56",5,1015,3,2,2,3,2,2,999,999,999,999,999,1,999,999,1,2
"57",5,1015,3,1,2,1,2,2,2,2,2,2,2,999,2,2,999,999
"58",5,1015,3,2,2,1,2,2,1,2,2,2,2,999,2,1,999,999
"59",5,1015,3,1,2,2,2,1,2,2,2,2,2,999,2,1,999,999
"60",3,1073,3,2,5,2,1,2,2,2,2,2,2,999,999,999,999,999
"61",3,1073,3,1,5,2,1,2,999,999,999,999,999,2,999,999,999,999
"62",3,1073,3,2,5,2,3,2,999,999,999,999,999,2,999,999,999,999
"63",3,1073,3,1,5,1,1,2,999,999,999,999,999,2,999,999,999,999
"64",3,1073,3,2,5,2,2,1,2,2,2,2,2,999,2,1,999,999
"65",3,1073,3,1,5,3,3,1,999,999,999,999,999,2,999,999,1,1
"66",3,1073,3,1,5,1,2,1,2,2,2,2,2,999,2,2,999,999
"67",3,1073,3,2,5,1,1,2,2,2,2,2,2,999,2,2,999,999
"68",3,1073,3,1,5,2,1,2,999,999,999,999,999,999,999,999,999,999
"69",3,1073,3,1,5,1,2,1,2,2,2,2,2,999,2,2,999,999
"70",3,1073,3,2,5,3,4,1,999,999,999,999,999,999,999,999,999,999
"71",3,1073,3,2,5,3,3,2,2,2,2,2,2,999,2,1,1,2
"72",3,1073,3,2,5,2,1,2,999,999,999,999,999,2,999,999,999,999
"73",3,1073,3,1,5,3,4,1,999,999,999,999,999,1,999,999,999,999
"74",3,1073,3,1,5,3,3,2,999,999,999,999,999,999,999,999,999,999
"75",3,1073,3,1,5,2,3,2,999,999,999,999,999,999,999,999,999,999
"76",3,1073,3,2,5,1,1,2,2,2,2,2,2,999,2,2,2,2
"77",3,1073,3,2,5,3,2,2,2,2,1,2,2,999,2,1,999,999
"78",3,1073,3,2,5,1,1,2,2,2,2,2,2,999,2,2,999,999
"79",3,1073,3,2,5,2,2,2,999,999,999,999,999,1,999,999,999,999
"80",3,1073,3,2,5,2,1,2,2,2,1,2,2,999,2,2,2,1
"81",3,1073,3,2,5,2,1,2,999,999,999,999,999,2,999,999,999,999
"82",3,1073,3,2,5,2,1,1,2,2,2,1,1,999,2,1,1,1
"83",3,1073,3,2,5,3,3,1,999,999,999,999,999,999,999,999,999,999
"84",3,1073,3,2,5,2,3,2,999,999,999,999,999,2,999,999,999,999
"85",3,1073,3,1,5,2,2,1,999,999,999,999,999,999,999,999,999,999
"86",3,1073,3,2,5,1,2,1,999,999,999,999,999,999,999,999,999,999
"87",3,1073,3,2,5,1,1,2,2,2,2,2,2,999,2,2,999,999
"88",3,1073,3,1,5,2,3,2,2,2,2,2,2,999,2,2,1,1
"89",5,1097,3,2,3,1,3,1,999,999,999,999,999,1,999,999,1,1
"90",5,1097,3,2,3,3,3,1,999,999,999,999,999,999,999,999,999,999
"91",5,1097,3,1,3,3,3,1,999,999,999,999,999,2,999,999,999,999
"92",5,1097,3,1,3,3,3,1,999,999,999,999,999,999,999,999,999,999
"93",5,1097,3,1,3,1,1,2,2,2,2,2,2,999,2,2,2,1
"94",5,1097,3,2,3,3,2,1,999,999,999,999,999,1,999,999,999,999
"95",5,1097,3,1,3,3,3,1,999,999,999,999,999,2,999,999,2,2
"96",5,1097,3,1,3,1,1,2,2,2,2,2,2,999,2,2,2,2
"97",5,1097,3,2,3,3,1,2,999,999,999,999,999,999,999,999,999,999
"98",5,1097,3,2,3,2,1,2,999,999,999,999,999,2,999,999,2,2
"99",5,1097,3,2,3,3,3,1,999,999,999,999,999,999,999,999,999,999
"100",5,1097,3,2,3,2,1,2,999,999,999,999,999,999,999,999,999,999
"101",5,1097,3,1,3,3,2,2,999,999,999,999,999,2,999,999,1,1
"102",5,1097,3,2,3,3,5,1,999,999,999,999,999,2,999,999,999,999
"103",5,1097,3,2,3,2,2,2,999,999,999,999,999,2,999,999,999,999
"104",5,1097,3,2,3,3,3,1,999,999,999,999,999,2,999,999,999,999
"105",5,1097,3,2,3,1,2,2,2,2,2,2,2,999,2,2,999,999
"106",5,1097,3,1,3,2,1,2,2,2,2,2,2,999,2,2,2,2
"107",5,1097,3,1,3,3,3,1,999,999,999,999,999,2,999,999,2,1
"108",5,1097,3,1,3,1,2,1,999,999,999,999,999,2,999,999,999,999
"109",5,1097,3,2,3,3,5,1,999,999,999,999,999,2,999,999,999,999
"110",5,1097,3,1,3,2,2,2,999,999,999,999,999,999,999,999,999,999
"111",5,1097,3,2,3,1,1,1,2,2,2,2,2,999,2,1,999,999
"112",5,1097,3,2,3,3,2,2,999,999,999,999,999,999,999,999,999,999
"113",5,1097,3,2,3,1,1,1,2,2,2,2,2,999,2,2,2,2
"114",5,1097,3,2,3,3,3,1,999,999,999,999,999,999,999,999,999,999
"115",5,1097,3,2,3,2,2,2,999,999,999,999,999,999,999,999,999,999
"116",5,1097,3,2,3,1,1,2,999,999,999,999,999,2,999,999,999,999
"117",5,1097,3,2,3,1,2,1,999,999,999,999,999,1,999,999,999,999
"118",5,1097,3,1,3,1,2,2,2,2,2,2,2,999,2,2,999,999
"119",5,1097,3,1,3,1,1,2,999,999,999,999,999,2,999,999,999,999
"120",5,1097,3,2,3,3,2,2,999,999,999,999,999,2,999,999,1,2
"121",5,1097,3,1,3,2,1,2,999,999,999,999,999,2,999,999,999,999
"122",5,1097,3,1,3,1,1,1,999,999,999,999,999,999,999,999,999,999
"123",5,1117,3,1,5,2,4,1,999,999,999,999,999,2,999,999,999,999
"124",5,1117,3,2,5,2,2,1,2,2,2,2,2,999,2,2,2,2
"125",5,1117,3,2,5,3,2,1,999,999,999,999,999,2,999,999,1,1
"126",5,1117,3,1,5,3,4,2,999,999,999,999,999,999,999,999,999,999
"127",5,1117,3,2,5,3,4,2,2,2,2,2,2,999,2,2,999,999
"128",5,1117,3,1,5,1,1,1,999,999,999,999,999,999,999,999,999,999
"129",5,1117,3,2,5,1,4,1,999,999,999,999,999,999,999,999,999,999
"130",5,1117,3,2,5,2,3,1,999,999,999,999,999,2,999,999,999,999
"131",5,1117,3,2,5,2,1,1,2,2,2,2,2,999,1,1,2,2
"132",5,1117,3,2,5,1,1,1,999,999,999,999,999,2,999,999,999,999
"133",5,1117,3,1,5,1,3,1,999,999,999,999,999,999,999,999,999,999
"134",5,1117,3,2,5,1,2,1,999,999,999,999,999,2,999,999,999,999
"135",5,1117,3,1,5,3,2,1,1,2,1,2,2,999,1,1,999,999
"136",5,1117,3,1,5,3,2,1,999,999,999,999,999,2,999,999,1,1
"137",5,1117,3,2,5,1,1,1,2,2,2,2,2,999,2,1,999,999
"138",5,1117,3,2,5,1,2,1,999,999,999,999,999,2,999,999,999,999
"139",5,4003,4,2,0,1,1,1,999,999,999,999,999,999,999,999,999,999
"140",5,4003,4,1,0,2,4,1,2,2,2,2,2,999,2,1,999,999
"141",5,4003,4,1,0,3,4,1,999,999,999,999,999,999,999,999,999,999
"142",5,4003,4,1,0,2,4,1,999,999,999,999,999,1,999,999,999,999
"143",5,4003,4,1,0,1,1,1,2,2,2,2,2,999,2,2,999,999
"144",5,4003,4,2,0,2,1,1,999,999,999,999,999,999,999,999,999,999
"145",5,4003,4,1,0,1,1,1,2,2,2,2,2,999,2,2,2,2
"146",5,4003,4,2,0,1,1,1,999,999,999,999,999,2,999,999,2,2
"147",5,4003,4,2,0,3,2,1,999,999,999,999,999,2,999,999,999,999
"148",5,4003,4,1,0,1,1,1,999,999,999,999,999,999,999,999,999,999
"149",5,4003,4,1,0,2,1,1,999,999,999,999,999,2,999,999,999,999
"150",5,4003,4,2,0,2,4,1,2,2,2,2,2,999,2,1,999,999
"151",5,4003,4,2,0,1,2,1,999,999,999,999,999,2,999,999,999,999
"152",5,4003,4,1,0,3,2,1,1,2,2,2,2,999,1,1,1,1
"153",5,4003,4,2,0,1,1,1,999,999,999,999,999,999,999,999,999,999
"154",5,4003,4,1,0,1,2,1,999,999,999,999,999,999,999,999,999,999
"155",5,4003,4,2,0,3,4,1,999,999,999,999,999,999,999,999,999,999
"156",5,4003,4,1,0,2,1,1,999,999,999,999,999,2,999,999,2,2
"157",4,4013,4,2,6,2,1,1,2,2,2,2,2,999,2,1,1,2
"158",4,4013,4,2,6,1,2,1,2,2,2,2,2,999,2,2,999,999
"159",4,4013,4,2,6,1,1,1,999,999,999,999,999,999,999,999,999,999
"160",4,4013,4,1,6,3,4,1,999,999,999,999,999,1,999,999,999,999
"161",4,4013,4,2,6,1,2,1,2,2,2,2,2,999,2,1,999,999
"162",4,4013,4,2,6,1,2,3,999,999,999,999,999,2,999,999,999,999
"163",4,4013,4,1,6,2,2,3,999,999,999,999,999,999,999,999,999,999
"164",4,4013,4,1,6,2,4,1,999,999,999,999,999,999,999,999,999,999
"165",4,4013,4,1,6,1,1,1,999,999,999,999,999,999,999,999,999,999
"166",4,4013,4,1,6,3,3,1,999,999,999,999,999,999,999,999,999,999
"167",4,4013,4,2,6,1,1,2,999,999,999,999,999,999,999,999,999,999
"168",4,4013,4,1,6,2,2,1,2,2,2,2,2,999,2,2,999,999
"169",4,4013,4,1,6,3,1,1,999,999,999,999,999,1,999,999,2,2
"170",4,4013,4,2,6,2,1,1,999,999,999,999,999,2,999,999,999,999
"171",4,4013,4,1,6,3,2,1,999,999,999,999,999,999,999,999,999,999
"172",4,4013,4,1,6,3,4,1,2,2,2,2,2,999,2,1,999,999
"173",4,4013,4,2,6,3,4,1,999,999,999,999,999,999,999,999,999,999
"174",4,4013,4,1,6,3,3,1,2,2,2,2,2,999,1,1,1,2
"175",4,4013,4,2,6,2,2,1,999,999,999,999,999,2,999,999,999,999
"176",4,4013,4,1,6,3,4,1,999,999,999,999,999,1,999,999,999,999
"177",4,4013,4,2,6,3,2,1,2,2,2,2,2,999,1,1,999,999
"178",4,4013,4,2,6,3,4,1,999,999,999,999,999,1,999,999,1,1
"179",4,4013,4,2,6,1,2,1,999,999,999,999,999,999,999,999,999,999
"180",4,4013,4,2,6,2,3,1,2,2,2,2,2,999,2,2,1,2
"181",4,4013,4,1,6,2,2,1,2,2,2,2,2,999,1,1,999,999
"182",4,4013,4,1,6,1,2,1,2,2,2,2,2,999,2,1,999,999
"183",4,4013,4,1,6,2,1,1,999,999,999,999,999,2,999,999,999,999
"184",4,4013,4,2,6,2,4,1,999,999,999,999,999,2,999,999,999,999
"185",4,4013,4,2,6,3,4,1,999,999,999,999,999,999,999,999,999,999
"186",4,4013,4,2,6,3,1,1,2,2,2,2,2,999,2,2,999,999
"187",4,4013,4,2,6,1,3,1,999,999,999,999,999,2,999,999,1,2
"188",4,4013,4,2,6,3,2,1,1,2,2,2,2,999,2,1,1,2
"189",4,4013,4,2,6,3,4,1,999,999,999,999,999,1,999,999,999,999
"190",4,4013,4,1,6,3,4,1,999,999,999,999,999,1,999,999,1,1
"191",4,4013,4,1,6,3,3,1,999,999,999,999,999,999,999,999,999,999
"192",4,4013,4,2,6,2,2,1,999,999,999,999,999,999,999,999,999,999
"193",4,4013,4,2,6,1,2,1,999,999,999,999,999,999,999,999,999,999
"194",4,4013,4,2,6,3,3,1,2,2,2,2,2,999,2,1,1,1
"195",4,4013,4,2,6,3,3,3,999,999,999,999,999,2,999,999,999,999
"196",4,4013,4,1,6,1,1,1,2,2,2,2,2,999,2,1,999,999
"197",4,4013,4,1,6,2,3,1,999,999,999,999,999,2,999,999,999,999
"198",4,4013,4,1,6,2,2,1,999,999,999,999,999,1,999,999,999,999
"199",4,4013,4,1,6,3,3,1,999,999,999,999,999,2,999,999,999,999
"200",4,4013,4,2,6,2,2,1,999,999,999,999,999,999,999,999,999,999
"201",4,4013,4,2,6,1,3,1,999,999,999,999,999,2,999,999,999,999
"202",4,4013,4,2,6,1,2,1,2,2,2,2,2,999,2,2,999,999
"203",4,4013,4,2,6,2,4,1,999,999,999,999,999,999,999,999,999,999
"204",4,4013,4,2,6,3,4,1,999,999,999,999,999,999,999,999,999,999
"205",4,4013,4,2,6,2,4,1,999,999,999,999,999,2,999,999,999,999
"206",4,4013,4,2,6,1,1,1,999,999,999,999,999,2,999,999,1,2
"207",4,4013,4,1,6,1,5,1,2,2,2,2,2,999,1,1,999,999
"208",4,4013,4,1,6,3,5,1,999,999,999,999,999,1,999,999,999,999
"209",4,4013,4,2,6,2,3,1,1,1,1,2,2,999,1,1,1,1
"210",4,4013,4,1,6,1,2,1,999,999,999,999,999,999,999,999,999,999
"211",4,4013,4,2,6,1,2,1,2,2,2,2,2,999,2,2,2,2
"212",4,4013,4,2,6,2,1,4,2,2,2,2,2,999,2,2,2,2
"213",4,4013,4,1,6,1,3,1,999,999,999,999,999,999,999,999,999,999
"214",4,4013,4,2,6,1,2,1,999,999,999,999,999,2,999,999,999,999
"215",4,4013,4,2,6,2,4,1,2,2,2,2,2,999,2,1,2,2
"216",4,4013,4,2,6,3,3,1,999,999,999,999,999,1,999,999,999,999
"217",4,4013,4,1,6,1,2,1,2,2,2,2,2,999,2,2,999,999
"218",4,4013,4,2,6,2,3,1,999,999,999,999,999,999,999,999,999,999
"219",4,4013,4,2,6,2,1,1,2,2,2,2,2,999,2,2,999,999
"220",4,4013,4,2,6,3,5,1,2,2,2,2,2,999,2,2,2,2
"221",4,4013,4,2,6,1,3,1,999,999,999,999,999,999,999,999,999,999
"222",4,4013,4,2,6,1,2,1,2,2,2,2,2,999,2,1,999,999
"223",4,4013,4,2,6,3,4,1,999,999,999,999,999,999,999,999,999,999
"224",4,4013,4,1,6,1,2,1,2,2,2,2,2,999,2,2,999,999
"225",4,4013,4,1,6,2,3,1,2,2,1,2,2,999,2,1,1,1
"226",4,4013,4,1,6,3,4,1,999,999,999,999,999,999,999,999,999,999
"227",4,4013,4,1,6,2,3,1,999,999,999,999,999,2,999,999,999,999
"228",4,4013,4,2,6,3,4,1,999,999,999,999,999,1,999,999,999,999
"229",4,4013,4,2,6,2,5,1,2,2,2,2,2,999,2,1,1,2
"230",4,4013,4,1,6,1,3,1,999,999,999,999,999,1,999,999,1,2
"231",4,4013,4,2,6,2,2,1,999,999,999,999,999,1,999,999,1,2
"232",4,4013,4,2,6,3,2,1,999,999,999,999,999,2,999,999,999,999
"233",4,4013,4,1,6,3,2,1,999,999,999,999,999,2,999,999,999,999
"234",4,4013,4,2,6,2,2,1,2,2,2,2,2,999,2,1,999,999
"235",4,4013,4,1,6,3,3,1,999,999,999,999,999,1,999,999,1,1
"236",4,4013,4,2,6,2,5,1,999,999,999,999,999,999,999,999,999,999
"237",4,4013,4,2,6,3,4,1,999,999,999,999,999,1,999,999,1,1
"238",4,4013,4,2,6,2,2,1,999,999,999,999,999,999,999,999,999,999
"239",4,4013,4,1,6,1,1,1,999,999,999,999,999,2,999,999,999,999
"240",4,4013,4,1,6,1,2,1,999,999,999,999,999,999,999,999,999,999
"241",4,4013,4,1,6,1,1,1,999,999,999,999,999,2,999,999,2,2
"242",4,4013,4,2,6,2,1,1,2,2,2,2,2,999,2,1,999,999
"243",4,4013,4,2,6,2,1,1,999,999,999,999,999,1,999,999,999,999
"244",4,4013,4,1,6,2,2,1,2,2,2,2,2,999,2,1,999,999
"245",4,4013,4,2,6,2,3,1,999,999,999,999,999,999,999,999,999,999
"246",4,4013,4,1,6,2,4,1,999,999,999,999,999,2,999,999,2,1
"247",4,4013,4,1,6,2,3,1,2,2,2,2,2,999,999,999,1,1
"248",4,4013,4,1,6,1,1,1,2,2,2,2,2,999,2,2,999,999
"249",4,4013,4,2,6,1,2,2,2,2,2,2,2,999,1,1,999,999
"250",4,4013,4,2,6,2,2,3,999,999,999,999,999,2,999,999,999,999
"251",4,4013,4,1,6,1,1,1,999,999,999,999,999,1,999,999,999,999
"252",4,4013,4,1,6,2,4,1,999,999,999,999,999,2,999,999,999,999
"253",4,4013,4,1,6,1,2,1,999,999,999,999,999,999,999,999,999,999
"254",4,4013,4,1,6,3,5,1,999,999,999,999,999,999,999,999,999,999
"255",4,4013,4,1,6,3,2,1,2,2,2,2,2,999,2,1,999,999
"256",4,4013,4,1,6,2,3,1,2,2,2,2,2,999,2,2,999,999
"257",4,4013,4,2,6,2,2,1,2,2,2,2,2,999,1,1,1,2
"258",4,4013,4,1,6,3,2,1,2,2,2,2,2,999,2,2,999,999
"259",4,4013,4,2,6,2,1,1,2,2,2,2,2,999,2,2,999,999
"260",4,4013,4,2,6,2,1,1,999,999,999,999,999,2,999,999,1,2
"261",4,4013,4,1,6,1,2,2,999,999,999,999,999,2,999,999,1,2
"262",4,4013,4,2,6,1,1,1,999,999,999,999,999,999,999,999,999,999
"263",4,4013,4,1,6,1,1,1,2,2,2,2,2,999,2,2,2,2
"264",4,4013,4,1,6,1,1,1,999,999,999,999,999,2,999,999,2,2
"265",4,4013,4,2,6,2,2,1,2,2,2,2,2,999,2,1,999,999
"266",4,4013,4,1,6,1,1,1,2,2,2,2,2,999,2,2,2,2
"267",4,4013,4,2,6,1,3,3,1,2,2,2,2,999,2,1,1,1
"268",4,4013,4,2,6,1,2,1,999,999,999,999,999,999,999,999,999,999
"269",4,4013,4,1,6,1,2,1,999,999,999,999,999,2,999,999,999,999
"270",4,4013,4,2,6,1,2,1,999,999,999,999,999,999,999,999,999,999
"271",4,4013,4,2,6,1,1,1,999,999,999,999,999,999,999,999,999,999
"272",4,4013,4,1,6,2,3,1,999,999,999,999,999,999,999,999,999,999
"273",4,4013,4,2,6,1,2,1,999,999,999,999,999,999,999,999,999,999
"274",4,4013,4,1,6,2,2,1,999,999,999,999,999,2,999,999,999,999
"275",4,4013,4,2,6,3,3,1,2,2,2,2,2,999,1,1,1,1
"276",4,4013,4,2,6,1,1,1,999,999,999,999,999,999,999,999,999,999
"277",4,4013,4,2,6,3,4,1,999,999,999,999,999,1,999,999,1,1
"278",4,4013,4,2,6,2,2,1,999,999,999,999,999,1,999,999,999,999
"279",4,4013,4,2,6,3,1,1,999,999,999,999,999,2,999,999,999,999
"280",4,4013,4,2,6,2,1,1,999,999,999,999,999,2,999,999,999,999
"281",4,4013,4,2,6,1,1,1,2,2,2,2,2,999,2,1,999,999
"282",4,4013,4,2,6,2,1,1,2,2,1,2,2,999,2,1,999,999
"283",4,4013,4,1,6,1,2,1,999,999,999,999,999,2,999,999,2,2
"284",4,4013,4,1,6,2,1,4,2,2,2,2,2,999,2,1,1,2
"285",4,4013,4,1,6,2,1,2,999,999,999,999,999,2,999,999,999,999
"286",4,4013,4,1,6,2,3,1,2,2,2,2,2,999,2,2,1,2
"287",4,4013,4,2,6,2,2,1,999,999,999,999,999,1,999,999,1,1
"288",4,4013,4,1,6,2,4,1,2,2,2,2,2,999,1,1,1,2
"289",4,4013,4,1,6,1,3,1,999,999,999,999,999,999,999,999,999,999
"290",4,4013,4,2,6,1,4,1,2,2,2,2,2,999,2,2,999,999
"291",4,4013,4,2,6,1,2,1,1,2,1,2,2,999,2,1,999,999
"292",4,4013,4,1,6,3,4,1,999,999,999,999,999,2,999,999,999,999
"293",4,4013,4,1,6,1,1,2,999,999,999,999,999,2,999,999,999,999
"294",4,4013,4,2,6,2,3,1,999,999,999,999,999,999,999,999,999,999
"295",4,4013,4,2,6,1,2,1,999,999,999,999,999,999,999,999,999,999
"296",4,4013,4,1,6,2,3,1,2,2,2,2,2,999,2,1,999,999
"297",4,4013,4,2,6,1,5,1,999,999,999,999,999,999,999,999,999,999
"298",4,4013,4,2,6,1,3,1,999,999,999,999,999,2,999,999,999,999
"299",4,4013,4,2,6,3,1,1,2,2,2,2,2,999,1,1,1,2
"300",4,4013,4,2,6,2,3,1,999,999,999,999,999,1,999,999,999,999
"301",4,4013,4,2,6,2,1,1,999,999,999,999,999,2,999,999,999,999
"302",4,4013,4,2,6,3,3,1,2,2,2,2,2,999,1,1,1,1
"303",4,4013,4,1,6,1,2,1,2,2,2,2,2,999,2,2,999,999
"304",4,4013,4,1,6,3,4,1,1,2,1,2,2,999,1,1,1,1
"305",4,4013,4,2,6,2,3,1,999,999,999,999,999,999,999,999,999,999
"306",4,4013,4,1,6,3,5,1,999,999,999,999,999,999,999,999,999,999
"307",4,4013,4,2,6,3,2,1,2,2,2,2,2,999,2,1,999,999
"308",4,4013,4,1,6,3,3,1,999,999,999,999,999,999,999,999,999,999
"309",4,4013,4,1,6,3,2,1,999,999,999,999,999,2,999,999,999,999
"310",4,4013,4,2,6,2,2,1,1,2,2,2,2,999,1,1,999,999
"311",4,4013,4,2,6,1,1,1,2,2,2,2,2,999,2,2,999,999
"312",4,4013,4,2,6,1,1,1,999,999,999,999,999,2,999,999,999,999
"313",4,4013,4,2,6,1,1,1,999,999,999,999,999,999,999,999,999,999
"314",4,4013,4,2,6,2,2,1,999,999,999,999,999,999,999,999,999,999
"315",4,4013,4,2,6,1,2,1,999,999,999,999,999,999,999,999,999,999
"316",4,4013,4,1,6,3,5,1,2,2,2,2,2,999,2,1,999,999
"317",4,4013,4,1,6,2,5,1,2,2,2,2,2,999,2,1,1,1
"318",4,4013,4,2,6,3,5,1,999,999,999,999,999,999,999,999,999,999
"319",4,4013,4,1,6,1,4,1,999,999,999,999,999,999,999,999,999,999
"320",4,4013,4,2,6,1,2,1,999,999,999,999,999,2,999,999,999,999
"321",4,4013,4,1,6,3,4,1,999,999,999,999,999,999,999,999,999,999
"322",4,4013,4,1,6,3,3,1,999,999,999,999,999,999,999,999,999,999
"323",4,4013,4,2,6,3,4,1,999,999,999,999,999,999,999,999,999,999
"324",4,4013,4,2,6,3,4,1,999,999,999,999,999,2,999,999,999,999
"325",4,4013,4,1,6,2,3,2,999,999,999,999,999,999,999,999,999,999
"326",4,4013,4,1,6,1,2,1,999,999,999,999,999,2,999,999,999,999
"327",4,4013,4,2,6,1,1,1,999,999,999,999,999,999,999,999,999,999
"328",4,4013,4,1,6,2,4,1,2,2,2,2,2,999,2,2,1,1
"329",4,4013,4,1,6,1,3,1,999,999,999,999,999,2,999,999,999,999
"330",4,4013,4,1,6,1,2,1,999,999,999,999,999,2,999,999,2,1
"331",4,4013,4,2,6,3,5,1,999,999,999,999,999,999,999,999,999,999
"332",4,4013,4,2,6,3,4,1,999,999,999,999,999,2,999,999,999,999
"333",4,4013,4,2,6,2,3,1,2,2,2,2,2,999,2,1,999,999
"334",4,4013,4,2,6,2,3,1,999,999,999,999,999,999,999,999,999,999
"335",4,4013,4,2,6,3,5,1,999,999,999,999,999,999,999,999,999,999
"336",4,4013,4,2,6,1,1,1,999,999,999,999,999,2,999,999,2,2
"337",4,4013,4,1,6,2,2,1,999,999,999,999,999,2,999,999,1,1
"338",4,4013,4,2,6,3,4,1,2,2,2,2,2,999,2,1,2,2
"339",4,4013,4,2,6,1,1,4,2,2,2,2,2,999,2,2,1,2
"340",4,4013,4,2,6,1,1,1,2,2,2,2,2,999,2,1,999,999
"341",4,4013,4,2,6,1,2,1,999,999,999,999,999,2,999,999,999,999
"342",4,4013,4,1,6,2,1,1,999,999,999,999,999,2,999,999,999,999
"343",4,4013,4,1,6,2,4,1,999,999,999,999,999,2,999,999,999,999
"344",4,4013,4,1,6,2,1,1,2,2,2,2,2,999,999,2,999,999
"345",4,4013,4,1,6,1,1,1,999,999,999,999,999,2,999,999,2,2
"346",4,4013,4,1,6,3,4,1,999,999,999,999,999,2,999,999,1,1
"347",4,4013,4,1,6,1,2,1,2,2,2,2,2,999,2,999,999,999
"348",4,4013,4,2,6,1,2,1,999,999,999,999,999,999,999,999,999,999
