"","voting","combined_fips","region","sex","metsize","educnew","incomenew","racenew","classic_music","opera","play","dance_perfom","ballet","livemusperf","museum","books","cinema","sport"
"8070",2,26163,2,1,6,1,2,1,999,999,999,999,999,2,999,999,999,999
"8071",2,26163,2,2,6,2,2,2,2,2,2,2,2,999,2,1,999,999
"8072",2,26163,2,1,6,1,2,1,999,999,999,999,999,2,999,999,2,1
"8073",2,26163,2,2,6,3,4,1,999,999,999,999,999,999,999,999,999,999
"8074",2,26163,2,1,6,2,2,1,999,999,999,999,999,2,999,999,1,1
"8075",2,26163,2,1,6,1,2,1,999,999,999,999,999,999,999,999,999,999
"8076",2,26163,2,2,6,2,1,1,999,999,999,999,999,2,999,999,999,999
"8077",2,26163,2,2,6,3,2,1,999,999,999,999,999,2,999,999,1,2
"8078",2,26163,2,1,6,1,3,1,999,999,999,999,999,999,999,999,999,999
"8079",2,26163,2,1,6,3,2,1,2,2,1,2,2,999,1,1,999,999
"8080",2,26163,2,1,6,3,4,1,2,2,2,2,2,999,2,2,2,2
"8081",2,26163,2,2,6,2,2,1,2,2,2,2,2,999,2,2,999,999
"8082",2,26163,2,2,6,1,1,2,999,999,999,999,999,2,999,999,2,2
"8083",2,26163,2,1,6,1,1,2,2,2,2,2,2,999,2,2,999,999
"8084",2,26163,2,1,6,1,1,2,2,2,2,2,2,999,2,2,1,1
"8085",2,26163,2,2,6,1,1,1,999,999,999,999,999,1,999,999,1,2
"8086",2,26163,2,1,6,2,4,1,2,2,2,2,2,999,2,2,2,2
"8087",2,26163,2,2,6,2,1,2,2,2,2,2,2,999,2,1,1,2
"8088",2,26163,2,1,6,3,4,2,2,2,2,2,2,999,2,2,999,999
"8089",2,26163,2,2,6,3,2,2,999,999,999,999,999,1,999,999,999,999
"8090",2,26163,2,1,6,2,1,1,2,2,2,2,2,999,2,1,1,1
"8091",2,26163,2,1,6,2,4,1,999,999,999,999,999,2,999,999,999,999
"8092",2,26163,2,1,6,1,3,2,999,999,999,999,999,1,999,999,1,1
"8093",2,26163,2,1,6,2,1,2,2,2,2,2,2,999,2,2,1,2
"8094",2,26163,2,2,6,3,5,2,999,999,999,999,999,1,999,999,1,1
"8095",2,26163,2,1,6,3,4,1,999,999,999,999,999,999,999,999,999,999
"8096",2,26163,2,2,6,1,4,1,999,999,999,999,999,2,999,999,999,999
"8097",2,26163,2,1,6,1,3,1,999,999,999,999,999,2,999,999,999,999
"8098",2,26163,2,2,6,2,2,1,999,999,999,999,999,999,999,999,999,999
"8099",2,26163,2,2,6,1,2,1,999,999,999,999,999,999,999,999,999,999
"8100",2,26163,2,2,6,2,1,2,2,2,2,2,2,999,2,2,999,999
"8101",2,26163,2,2,6,1,1,2,999,999,999,999,999,2,999,999,2,2
"8102",2,26163,2,2,6,2,2,1,999,999,999,999,999,1,999,999,999,999
"8103",2,26163,2,1,6,1,2,1,999,999,999,999,999,999,999,999,999,999
"8104",2,26163,2,1,6,1,3,1,999,999,999,999,999,1,999,999,999,999
"8105",2,26163,2,2,6,1,2,2,999,999,999,999,999,1,999,999,999,999
"8106",2,26163,2,1,6,2,2,1,999,999,999,999,999,2,999,999,2,2
"8107",2,26163,2,1,6,1,1,1,999,999,999,999,999,2,999,999,999,999
"8108",2,26163,2,2,6,3,4,1,2,2,1,2,2,999,1,1,999,999
"8109",2,26163,2,2,6,3,3,2,999,999,999,999,999,2,999,999,1,2
"8110",2,26163,2,2,6,3,3,1,999,999,999,999,999,999,999,999,999,999
"8111",2,26163,2,2,6,2,1,2,2,2,2,2,2,999,1,1,1,1
"8112",2,26163,2,1,6,2,1,1,999,999,999,999,999,2,999,999,999,999
"8113",2,26163,2,1,6,2,1,1,999,999,999,999,999,1,999,999,2,2
"8114",2,26163,2,1,6,1,1,2,2,2,2,2,2,999,2,2,999,999
"8115",2,26163,2,2,6,2,2,2,2,2,1,2,2,999,1,1,1,2
"8116",2,26163,2,1,6,2,2,1,999,999,999,999,999,999,999,999,999,999
"8117",2,26163,2,1,6,1,2,1,999,999,999,999,999,2,999,999,999,999
"8118",2,26163,2,2,6,1,2,1,2,2,2,2,2,999,1,2,2,2
"8119",2,26163,2,1,6,2,2,1,999,999,999,999,999,2,999,999,999,999
"8120",2,26163,2,1,6,1,2,1,999,999,999,999,999,999,999,999,999,999
"8121",2,26163,2,1,6,2,2,2,2,2,2,2,2,999,2,2,999,999
"8122",2,26163,2,1,6,1,2,1,999,999,999,999,999,1,999,999,999,999
"8123",2,26163,2,2,6,3,1,1,2,2,2,1,2,999,1,1,1,2
"8124",2,26163,2,2,6,1,1,1,999,999,999,999,999,2,999,999,999,999
"8125",2,26163,2,1,6,2,1,2,2,2,2,2,2,999,2,2,999,999
"8126",2,26163,2,2,6,2,3,1,999,999,999,999,999,999,999,999,999,999
"8127",2,26163,2,2,6,1,1,2,2,2,999,999,999,999,999,999,999,999
"8128",2,26163,2,1,6,1,1,1,999,999,999,999,999,2,999,999,2,2
"8129",2,26163,2,2,6,1,4,1,999,999,999,999,999,999,999,999,999,999
"8130",2,26163,2,2,6,2,2,1,2,2,2,2,2,999,2,2,1,2
"8131",2,26163,2,2,6,1,2,1,999,999,999,999,999,2,999,999,2,2
"8132",2,26163,2,2,6,3,1,1,999,999,999,999,999,2,999,999,2,2
"8133",2,26163,2,2,6,1,3,1,999,999,999,999,999,2,999,999,999,999
"8134",2,26163,2,2,6,1,3,1,999,999,999,999,999,999,999,999,999,999
"8135",2,26163,2,2,6,1,1,2,999,999,999,999,999,2,999,999,999,999
"8136",2,26163,2,1,6,2,1,1,999,999,999,999,999,999,999,999,999,999
"8137",2,26163,2,1,6,2,3,1,999,999,999,999,999,2,999,999,999,999
"8138",2,26163,2,1,6,1,3,2,2,2,2,2,2,999,2,2,999,999
"8139",2,26163,2,2,6,1,1,2,999,999,999,999,999,2,999,999,999,999
"8140",2,26163,2,1,6,3,4,1,999,999,999,999,999,999,999,999,999,999
"8141",2,26163,2,1,6,3,3,1,999,999,999,999,999,2,999,999,999,999
"8142",2,26163,2,1,6,1,3,2,999,999,999,999,999,999,999,999,999,999
"8143",2,26163,2,2,6,1,1,1,999,999,999,999,999,999,999,999,999,999
"8144",2,26163,2,2,6,2,1,1,2,2,2,2,2,999,2,1,999,999
"8145",2,26163,2,1,6,1,2,1,999,999,999,999,999,999,999,999,999,999
"8146",2,26163,2,2,6,1,1,2,999,999,999,999,999,1,999,999,999,999
"8147",2,26163,2,2,6,2,1,1,999,999,999,999,999,2,999,999,2,2
"8148",2,26163,2,2,6,2,1,2,2,2,2,2,2,999,2,999,999,999
"8149",2,26163,2,1,6,3,2,2,999,999,999,999,999,999,999,999,999,999
"8150",2,26163,2,1,6,1,2,1,2,2,1,2,2,999,2,2,999,999
"8151",2,26163,2,2,6,3,2,1,999,999,999,999,999,999,999,999,999,999
"8152",2,26163,2,2,6,2,2,2,999,999,999,999,999,1,999,999,1,2
"8153",2,26163,2,1,6,1,2,1,999,999,999,999,999,2,999,999,2,2
"8154",2,26163,2,1,6,1,3,1,2,2,2,2,2,999,2,2,1,2
"8155",2,26163,2,1,6,1,2,2,2,2,2,2,2,999,2,2,999,999
"8156",2,26163,2,1,6,1,1,1,999,999,999,999,999,2,999,999,999,999
"8157",2,26163,2,1,6,2,1,1,999,999,999,999,999,999,999,999,999,999
"8158",2,26163,2,2,6,2,2,2,2,2,2,2,2,999,2,2,999,999
"8159",2,26163,2,2,6,2,2,1,999,999,999,999,999,999,999,999,999,999
"8160",2,26163,2,2,6,1,2,1,999,999,999,999,999,2,999,999,2,2
"8161",2,26163,2,2,6,3,3,1,999,999,999,999,999,999,999,999,999,999
"8162",2,26163,2,1,6,2,1,2,999,999,999,999,999,2,999,999,1,1
"8163",2,26163,2,2,6,3,5,1,999,999,999,999,999,2,999,999,2,1
"8164",2,26163,2,1,6,1,1,2,2,2,2,2,2,999,2,2,2,2
"8165",2,26163,2,1,6,1,2,1,999,999,999,999,999,999,999,999,999,999
"8166",2,26163,2,1,6,1,3,2,2,2,2,2,2,999,2,2,999,999
"8167",2,26163,2,1,6,1,1,2,999,999,999,999,999,999,999,999,999,999
"8168",2,26163,2,2,6,1,1,1,999,999,999,999,999,2,999,999,2,2
"8169",2,26163,2,1,6,1,1,3,999,999,999,999,999,2,999,999,999,999
"8170",2,26163,2,2,6,1,2,1,2,2,2,2,2,999,2,1,2,2
"8171",2,26163,2,2,6,2,2,2,999,999,999,999,999,999,999,999,999,999
"8172",2,26163,2,2,6,2,1,2,999,999,999,999,999,2,999,999,2,2
"8173",2,26163,2,1,6,3,3,1,999,999,999,999,999,1,999,999,999,999
"8174",2,26163,2,2,6,3,4,2,999,999,999,999,999,999,999,999,999,999
"8175",2,26163,2,2,6,1,1,1,999,999,999,999,999,2,999,999,2,2
"8176",2,26163,2,2,6,2,1,2,2,2,2,2,2,999,2,1,1,2
"8177",2,26163,2,2,6,1,2,1,999,999,999,999,999,999,999,999,999,999
"8178",2,26163,2,2,6,1,3,1,999,999,999,999,999,999,999,999,999,999
"8179",2,26163,2,1,6,2,1,1,2,2,2,2,2,999,2,2,2,2
"8180",2,26163,2,1,6,2,1,1,2,2,2,2,2,999,2,2,999,999
"8181",2,26163,2,1,6,2,2,1,999,999,999,999,999,2,999,999,999,999
"8182",2,26163,2,1,6,2,2,1,2,2,2,2,1,999,2,2,999,999
"8183",2,26163,2,1,6,2,2,1,2,2,2,2,2,999,999,999,999,999
"8184",2,26163,2,1,6,3,4,2,999,999,999,999,999,999,999,999,999,999
"8185",2,26163,2,2,6,3,3,2,1,1,1,1,2,999,1,1,999,999
"8186",2,26163,2,1,6,2,2,4,2,2,2,2,2,999,2,2,2,1
"8187",2,26163,2,1,6,2,3,1,999,999,999,999,999,1,999,999,999,999
"8188",2,26163,2,2,6,2,1,2,999,999,999,999,999,999,999,999,999,999
"8189",4,27003,2,2,6,3,1,2,999,999,999,999,999,999,999,999,999,999
"8190",4,27003,2,2,6,3,3,1,1,2,1,2,2,999,1,1,1,1
"8191",4,27003,2,1,6,3,3,1,999,999,999,999,999,2,999,999,1,1
"8192",4,27003,2,1,6,3,3,1,999,999,999,999,999,999,999,999,999,999
"8193",4,27003,2,2,6,2,4,1,999,999,999,999,999,999,999,999,999,999
"8194",4,27003,2,2,6,3,3,1,999,999,999,999,999,999,999,999,999,999
"8195",4,27003,2,1,6,2,2,1,2,2,2,2,2,999,2,2,999,999
"8196",4,27003,2,1,6,1,1,2,2,2,2,2,2,999,2,2,2,1
"8197",4,27003,2,1,6,1,3,1,999,999,999,999,999,999,999,999,999,999
"8198",4,27003,2,1,6,1,1,2,999,999,999,999,999,1,999,999,1,1
"8199",4,27003,2,2,6,3,3,2,999,999,999,999,999,999,999,999,999,999
"8200",4,27003,2,1,6,3,5,1,999,999,999,999,999,999,999,999,999,999
"8201",4,27003,2,2,6,2,3,1,2,2,2,2,2,999,2,2,999,999
"8202",4,27003,2,1,6,2,3,2,999,999,999,999,999,2,999,999,999,999
"8203",4,27003,2,2,6,2,2,1,999,999,999,999,999,2,999,999,1,2
"8204",4,27003,2,1,6,2,2,1,999,999,999,999,999,1,999,999,1,2
"8205",4,27003,2,2,6,2,2,1,2,2,2,1,2,999,2,2,1,1
"8206",4,27003,2,2,6,1,3,1,2,2,1,2,2,999,2,1,999,999
"8207",4,27003,2,1,6,2,3,1,2,2,2,2,2,999,2,999,999,999
"8208",4,27003,2,2,6,2,3,1,999,999,999,999,999,1,999,999,999,999
"8209",4,27003,2,1,6,1,3,1,999,999,999,999,999,2,999,999,1,2
"8210",4,27003,2,1,6,3,3,1,999,999,999,999,999,999,999,999,999,999
"8211",4,27003,2,1,6,1,1,2,999,999,999,999,999,2,999,999,999,999
"8212",4,27003,2,2,6,3,2,1,2,2,2,1,2,999,1,1,999,999
"8213",4,27003,2,1,6,2,1,2,2,2,2,2,2,999,2,1,999,999
"8214",4,27003,2,2,6,1,2,1,999,999,999,999,999,999,999,999,999,999
"8215",4,27003,2,2,6,3,2,3,999,999,999,999,999,2,999,999,999,999
"8216",4,27003,2,1,6,2,2,1,999,999,999,999,999,999,999,999,999,999
"8217",4,27003,2,1,6,3,1,1,2,2,2,2,2,999,2,1,999,999
"8218",4,27003,2,2,6,1,1,2,2,2,2,2,2,999,2,2,1,2
"8219",4,27003,2,1,6,3,4,1,999,999,999,999,999,2,999,999,999,999
"8220",4,27003,2,2,6,2,3,1,1,2,2,2,2,999,1,1,1,2
"8221",4,27003,2,1,6,3,3,1,999,999,999,999,999,999,999,999,999,999
"8222",4,27003,2,2,6,3,3,1,999,999,999,999,999,2,999,999,999,999
"8223",4,27003,2,1,6,3,3,1,999,999,999,999,999,2,999,999,999,999
"8224",4,27003,2,2,6,2,5,1,2,2,2,2,2,999,1,1,999,999
"8225",4,27003,2,1,6,1,3,2,999,999,999,999,999,999,999,999,999,999
"8226",4,27003,2,2,6,3,5,1,2,2,2,2,2,999,2,1,999,999
"8227",4,27003,2,1,6,2,2,3,999,999,999,999,999,999,999,999,999,999
"8228",4,27003,2,2,6,3,3,1,2,2,2,2,2,999,2,1,2,2
"8229",4,27003,2,1,6,2,2,1,999,999,999,999,999,2,999,999,999,999
"8230",4,27003,2,2,6,2,3,1,2,2,2,2,2,999,2,2,999,999
"8231",4,27003,2,1,6,1,3,1,999,999,999,999,999,2,999,999,1,2
"8232",4,27003,2,1,6,1,4,1,2,2,2,2,2,999,2,2,999,999
"8233",4,27003,2,2,6,3,3,1,999,999,999,999,999,999,999,999,999,999
"8234",3,27037,2,2,6,3,5,1,999,999,999,999,999,1,999,999,999,999
"8235",3,27037,2,2,6,3,4,1,1,2,2,2,2,999,1,1,1,1
"8236",3,27037,2,2,6,3,5,1,2,2,2,2,2,999,2,1,999,999
"8237",3,27037,2,1,6,1,2,1,999,999,999,999,999,2,999,999,2,2
"8238",3,27037,2,1,6,3,5,1,999,999,999,999,999,999,999,999,999,999
"8239",3,27037,2,2,6,1,2,1,2,2,2,2,2,999,2,2,2,2
"8240",3,27037,2,2,6,3,2,3,2,2,2,2,2,999,1,1,999,999
"8241",3,27037,2,2,6,2,4,1,2,2,999,999,999,999,999,999,999,999
"8242",3,27037,2,2,6,3,4,1,999,999,999,999,999,1,999,999,999,999
"8243",3,27037,2,1,6,3,5,1,999,999,999,999,999,2,999,999,999,999
"8244",3,27037,2,2,6,1,1,1,999,999,999,999,999,999,999,999,999,999
"8245",3,27037,2,1,6,3,3,1,1,1,2,2,2,999,1,1,1,1
"8246",3,27037,2,2,6,3,2,1,999,999,999,999,999,2,999,999,2,2
"8247",3,27037,2,2,6,1,3,1,999,999,999,999,999,999,999,999,999,999
"8248",3,27037,2,1,6,1,3,1,2,2,2,2,2,999,2,2,1,2
"8249",3,27037,2,2,6,3,2,1,2,2,1,2,2,999,1,1,999,999
"8250",3,27037,2,1,6,3,4,1,999,999,999,999,999,999,999,999,999,999
"8251",3,27037,2,1,6,1,2,1,999,999,999,999,999,999,999,999,999,999
"8252",3,27037,2,1,6,3,5,1,999,999,999,999,999,999,999,999,999,999
"8253",3,27037,2,2,6,3,2,1,999,999,999,999,999,2,999,999,1,1
"8254",3,27037,2,2,6,2,3,1,2,2,2,2,2,999,2,1,2,2
"8255",3,27037,2,1,6,2,2,1,2,2,2,2,2,999,2,1,999,999
"8256",3,27037,2,2,6,1,3,1,999,999,999,999,999,1,999,999,999,999
"8257",3,27037,2,1,6,3,3,1,999,999,999,999,999,999,999,999,999,999
"8258",3,27037,2,2,6,3,3,1,1,2,1,2,2,999,1,1,999,999
"8259",3,27037,2,2,6,1,1,1,999,999,999,999,999,999,999,999,999,999
"8260",3,27037,2,1,6,3,4,1,999,999,999,999,999,999,999,999,999,999
"8261",3,27037,2,2,6,2,5,1,999,999,999,999,999,1,999,999,999,999
"8262",3,27037,2,1,6,3,4,1,999,999,999,999,999,999,999,999,999,999
"8263",3,27037,2,2,6,1,1,1,2,2,2,2,2,999,2,2,999,999
"8264",3,27037,2,1,6,3,3,1,999,999,999,999,999,999,999,999,999,999
"8265",3,27037,2,2,6,2,2,1,999,999,999,999,999,2,999,999,2,1
"8266",3,27037,2,2,6,1,2,3,2,2,2,2,2,999,2,2,999,999
"8267",3,27037,2,1,6,2,1,1,999,999,999,999,999,2,999,999,999,999
"8268",3,27037,2,2,6,2,3,1,999,999,999,999,999,2,999,999,1,1
"8269",3,27037,2,1,6,1,1,1,2,2,2,2,2,999,2,2,999,999
"8270",3,27037,2,2,6,3,1,1,999,999,999,999,999,999,999,999,999,999
"8271",3,27037,2,1,6,1,1,1,2,2,2,2,2,999,2,999,999,999
"8272",3,27037,2,2,6,1,3,1,2,2,2,2,2,999,2,1,1,1
"8273",3,27037,2,1,6,2,5,3,999,999,999,999,999,1,999,999,999,999
"8274",3,27037,2,2,6,2,2,1,999,999,999,999,999,999,999,999,999,999
"8275",3,27037,2,1,6,1,2,1,1,2,2,2,2,999,1,1,999,999
"8276",3,27037,2,1,6,1,1,1,2,2,2,2,2,999,2,2,999,999
"8277",3,27037,2,1,6,3,2,1,2,2,2,2,2,999,2,1,999,999
"8278",3,27037,2,2,6,1,4,1,999,999,999,999,999,1,999,999,999,999
"8279",3,27037,2,2,6,2,2,1,999,999,999,999,999,2,999,999,1,1
"8280",3,27037,2,2,6,3,5,1,999,999,999,999,999,999,999,999,999,999
"8281",3,27037,2,1,6,1,3,1,999,999,999,999,999,999,999,999,999,999
"8282",3,27037,2,2,6,2,2,1,2,2,2,2,2,999,2,1,999,999
"8283",3,27037,2,1,6,3,1,2,999,999,999,999,999,2,999,999,999,999
"8284",3,27037,2,2,6,3,3,1,999,999,1,999,999,999,2,1,999,999
"8285",3,27037,2,1,6,3,1,1,2,2,2,2,2,999,2,1,2,2
"8286",3,27037,2,1,6,1,2,1,999,999,999,999,999,2,999,999,1,2
"8287",2,27123,2,1,6,3,5,1,999,999,999,999,999,999,999,999,999,999
"8288",2,27123,2,2,6,2,3,1,1,2,2,1,2,999,2,1,1,1
"8289",2,27123,2,2,6,2,1,1,999,999,999,999,999,999,999,999,999,999
"8290",2,27123,2,1,6,2,2,1,999,999,999,999,999,999,999,999,999,999
"8291",2,27123,2,1,6,1,1,2,2,2,2,2,2,999,2,2,999,999
"8292",2,27123,2,2,6,3,3,3,2,2,2,2,2,999,2,2,999,999
"8293",2,27123,2,1,6,1,1,3,2,2,2,2,2,999,2,1,999,999
"8294",2,27123,2,2,6,2,1,1,999,999,999,999,999,2,999,999,999,999
"8295",2,27123,2,2,6,2,2,4,999,999,999,999,999,2,999,999,1,2
"8296",2,27123,2,1,6,3,5,1,999,999,999,999,999,1,999,999,2,2
"8297",2,27123,2,2,6,2,1,4,2,2,2,2,2,999,1,2,999,999
"8298",2,27123,2,2,6,3,4,1,999,999,999,999,999,999,999,999,999,999
"8299",2,27123,2,2,6,3,5,1,999,999,999,999,999,999,999,999,999,999
"8300",2,27123,2,2,6,2,2,1,999,999,999,999,999,999,999,999,999,999
"8301",2,27123,2,1,6,1,1,2,2,2,2,2,2,999,2,2,2,2
"8302",2,27123,2,1,6,3,5,1,999,999,999,999,999,2,999,999,999,999
"8303",2,27123,2,1,6,3,4,1,999,999,999,999,999,999,999,999,999,999
"8304",2,27123,2,2,6,3,4,1,999,999,999,999,999,2,999,999,999,999
"8305",2,27123,2,1,6,3,3,1,2,2,1,2,2,999,1,1,1,2
"8306",2,27123,2,1,6,3,4,1,999,999,999,999,999,999,999,999,999,999
"8307",2,27123,2,2,6,3,2,1,2,2,2,2,2,999,1,1,2,2
"8308",2,27123,2,2,6,3,4,1,2,2,2,2,2,999,2,1,999,999
"8309",2,27123,2,1,6,1,1,3,2,2,2,2,2,999,2,2,999,999
"8310",2,27123,2,1,6,3,4,1,2,2,2,2,2,999,1,2,1,1
"8311",2,27123,2,2,6,2,5,1,999,999,999,999,999,999,999,999,999,999
"8312",2,27123,2,1,6,1,2,1,999,999,999,999,999,2,999,999,999,999
"8313",2,27123,2,1,6,1,2,1,999,999,999,999,999,999,999,999,999,999
"8314",2,27123,2,2,6,2,1,1,999,999,999,999,999,1,999,999,1,1
"8315",2,27123,2,1,6,3,5,1,999,999,999,999,999,999,999,999,999,999
"8316",2,27123,2,1,6,1,3,1,999,999,999,999,999,2,999,999,1,2
"8317",2,27123,2,2,6,3,4,1,999,999,999,999,999,999,999,999,999,999
"8318",2,27123,2,1,6,3,3,1,1,2,2,2,2,999,2,1,999,999
"8319",2,27123,2,1,6,3,3,1,1,2,1,2,1,999,1,1,999,999
"8320",2,27123,2,2,6,3,4,1,2,2,2,2,2,999,2,2,999,999
"8321",2,27123,2,1,6,3,4,1,999,999,999,999,999,999,999,999,999,999
"8322",2,27123,2,1,6,2,1,1,999,999,999,999,999,2,999,999,999,999
"8323",2,27123,2,2,6,3,2,1,999,999,999,999,999,999,999,999,999,999
"8324",2,27123,2,1,6,3,4,1,999,999,999,999,999,999,999,999,999,999
"8325",2,27123,2,2,6,2,2,1,1,2,1,1,2,999,1,1,1,1
"8326",2,27123,2,2,6,2,3,1,999,999,999,999,999,1,999,999,999,999
"8327",2,27123,2,1,6,3,2,1,999,999,999,999,999,2,999,999,1,1
"8328",2,27123,2,1,6,1,3,1,999,999,999,999,999,999,999,999,999,999
"8329",2,27123,2,2,6,2,5,3,999,999,999,999,999,1,999,999,1,2
"8330",2,27123,2,2,6,2,3,3,2,2,2,2,2,999,2,1,999,999
"8331",2,27123,2,2,6,3,3,1,2,2,2,2,2,999,1,1,999,999
"8332",2,27123,2,2,6,3,1,1,999,999,999,999,999,999,999,999,999,999
"8333",2,27123,2,2,6,1,3,1,999,999,999,999,999,999,999,999,999,999
"8334",2,27123,2,1,6,1,1,2,999,999,999,999,999,2,999,999,2,2
"8335",2,27123,2,1,6,3,5,1,2,2,2,2,2,999,2,2,999,999
"8336",2,27123,2,1,6,1,3,3,999,999,999,999,999,999,999,999,999,999
"8337",2,27123,2,2,6,2,5,1,999,999,999,999,999,1,999,999,999,999
"8338",2,27123,2,1,6,2,2,1,2,2,1,2,2,999,1,1,1,2
"8339",2,27123,2,1,6,3,4,1,999,999,999,999,999,1,999,999,1,1
"8340",2,27123,2,1,6,1,2,2,999,999,999,999,999,2,999,999,2,2
"8341",2,27123,2,1,6,3,1,1,999,999,999,999,999,1,999,999,999,999
"8342",2,27123,2,2,6,3,5,1,999,999,999,999,999,999,999,999,999,999
"8343",2,27123,2,1,6,3,4,3,999,999,999,999,999,999,999,999,999,999
"8344",2,27123,2,2,6,3,4,1,999,999,999,999,999,1,999,999,999,999
"8345",2,27123,2,2,6,1,4,1,2,2,2,2,2,999,2,1,1,1
"8346",2,27123,2,1,6,1,2,1,999,999,999,999,999,2,999,999,999,999
"8347",2,27123,2,1,6,2,2,1,999,999,999,999,999,1,999,999,999,999
"8348",2,27123,2,1,6,2,3,1,999,999,999,999,999,999,999,999,999,999
"8349",2,27123,2,1,6,1,2,1,999,999,999,999,999,999,999,999,999,999
"8350",2,27123,2,2,6,3,3,1,999,999,999,999,999,999,999,999,999,999
"8351",2,27123,2,2,6,2,1,1,999,999,999,999,999,999,999,999,999,999
"8352",2,27123,2,2,6,3,2,1,2,2,1,2,2,999,1,1,1,2
"8353",2,27123,2,2,6,3,5,1,999,999,999,999,999,999,999,999,999,999
"8354",2,27123,2,1,6,3,4,1,999,999,999,999,999,999,999,999,999,999
"8355",2,27123,2,1,6,3,3,1,999,999,999,999,999,999,999,999,999,999
"8356",2,27123,2,2,6,3,2,3,2,2,2,2,2,999,2,1,2,1
"8357",2,27123,2,2,6,2,2,1,2,2,2,2,2,999,2,2,1,2
"8358",2,27123,2,1,6,3,4,1,999,999,999,999,999,999,999,999,999,999
"8359",2,27123,2,1,6,3,3,3,999,999,999,999,999,999,999,999,999,999
"8360",2,27123,2,1,6,2,4,1,999,999,999,999,999,2,999,999,1,1
"8361",2,27123,2,2,6,3,2,1,999,999,999,999,999,1,999,999,1,1
"8362",2,27123,2,2,6,3,5,1,1,2,2,2,2,999,1,1,999,999
"8363",2,27123,2,2,6,2,1,1,2,2,2,2,2,999,2,2,999,999
"8364",2,27123,2,2,6,2,2,1,999,999,999,999,999,2,999,999,2,2
"8365",2,27123,2,1,6,3,1,1,2,2,2,2,2,999,1,2,999,999
"8366",2,27123,2,2,6,2,2,1,999,999,999,999,999,1,999,999,999,999
"8367",2,27123,2,1,6,3,2,1,999,999,999,999,999,999,999,999,999,999
"8368",2,27123,2,1,6,3,2,1,999,999,999,999,999,999,999,999,999,999
"8369",2,27123,2,1,6,1,1,1,2,2,2,2,2,999,2,2,999,999
"8370",2,27123,2,1,6,3,5,1,2,2,2,2,2,999,2,1,1,1
"8371",2,27123,2,2,6,3,4,1,2,2,2,2,2,999,2,1,999,999
"8372",2,27123,2,2,6,3,4,1,2,2,2,2,2,999,1,1,999,999
"8373",2,27123,2,2,6,1,2,1,999,999,999,999,999,2,999,999,2,1
"8374",2,27123,2,2,6,3,5,1,999,999,999,999,999,1,999,999,999,999
"8375",2,27123,2,1,6,3,2,1,999,999,999,999,999,999,999,999,999,999
"8376",2,27123,2,2,6,3,3,1,999,999,999,999,999,999,999,999,999,999
"8377",2,27123,2,2,6,3,3,1,999,999,999,999,999,999,999,999,999,999
"8378",2,27123,2,2,6,2,4,1,2,2,2,2,2,999,2,2,2,2
"8379",2,27123,2,2,6,3,4,1,1,2,2,2,2,999,1,1,999,999
"8380",2,27123,2,2,6,1,3,1,2,2,2,2,2,999,1,2,999,999
"8381",2,27123,2,1,6,3,4,1,2,2,1,2,2,999,1,1,999,999
"8382",2,27123,2,2,6,3,2,1,999,999,999,999,999,999,999,999,999,999
"8383",2,27123,2,1,6,3,3,1,1,2,1,1,2,999,1,1,1,2
"8384",2,27123,2,1,6,2,1,1,999,999,999,999,999,2,999,999,1,2
"8385",2,27123,2,2,6,1,2,2,999,999,999,999,999,999,999,999,999,999
"8386",2,27123,2,2,6,1,1,3,999,999,999,999,999,999,999,999,999,999
"8387",2,27123,2,2,6,1,2,1,2,2,2,2,2,999,2,2,999,999
"8388",2,27123,2,2,6,1,1,2,999,999,999,999,999,999,999,999,999,999
"8389",2,27123,2,1,6,2,2,1,999,999,999,999,999,1,999,999,999,999
"8390",2,27123,2,2,6,3,4,3,999,999,999,999,999,1,999,999,999,999
"8391",2,27123,2,2,6,3,2,3,2,2,2,2,2,999,2,1,1,2
"8392",2,27123,2,1,6,1,5,3,999,999,999,999,999,999,999,999,999,999
"8393",2,27123,2,2,6,2,3,3,999,999,999,999,999,2,999,999,999,999
"8394",2,27123,2,2,6,1,3,1,2,2,2,1,2,999,1,1,1,1
"8395",2,27123,2,1,6,2,3,1,999,999,999,999,999,1,999,999,999,999
"8396",2,27123,2,2,6,3,1,1,999,999,999,999,999,999,999,999,999,999
"8397",2,27123,2,2,6,2,4,1,999,999,999,999,999,999,999,999,999,999
"8398",2,27137,2,1,3,2,2,1,2,2,2,2,2,999,2,1,999,999
"8399",2,27137,2,1,3,3,3,1,999,999,999,999,999,999,999,999,999,999
"8400",2,27137,2,2,3,3,3,1,2,2,999,2,2,999,1,1,1,2
"8401",2,27137,2,2,3,2,1,1,999,999,999,999,999,2,999,999,999,999
"8402",2,27137,2,1,3,1,2,1,2,2,2,2,2,999,2,2,999,999
"8403",2,27137,2,2,3,3,2,1,999,999,999,999,999,999,999,999,999,999
"8404",2,27137,2,2,3,3,3,1,1,2,2,1,1,999,1,1,1,1
"8405",2,27137,2,2,3,2,3,1,1,2,1,1,2,999,2,1,999,999
"8406",2,27137,2,1,3,3,4,1,999,999,999,999,999,999,999,999,999,999
"8407",2,27137,2,1,3,2,1,1,2,2,2,2,2,999,2,1,999,999
"8408",2,27137,2,1,3,3,3,1,999,999,999,999,999,2,999,999,999,999
