"","class","voting","sex","educnew","incomenew","racenew"
"567",2,"60%>dem>10%","Female",1,3,"White"
"568",1,"60%>rep>10%","Female",2,2,"White"
"569",1,"60%>rep>10%","Female",1,1,"White"
"570",1,"60%>rep>10%","Female",1,3,"Other race"
"571",2,"60%>rep>10%","Female",1,1,"White"
"572",2,"60%>rep>10%","Female",1,3,"White"
"573",1,"60%>rep>10%","Male",1,1,"White"
"574",1,"60%>rep>10%","Female",1,1,"White"
"575",2,"60%>rep>10%","Female",2,1,"White"
"576",1,"60%>rep>10%","Female",1,1,"White"
"577",1,"60%>rep>10%","Female",2,2,"White"
"578",1,"60%>rep>10%","Male",1,2,"White"
"579",2,"60%>rep>10%","Female",3,2,"Black"
"580",1,"60%>rep>10%","Male",1,3,"White"
"581",1,"60%>rep>10%","Female",1,1,"White"
"582",1,"60%>rep>10%","Male",3,3,"White"
"583",1,"60%>rep>10%","Female",1,1,"White"
"584",1,"60%>rep>10%","Female",1,1,"White"
"585",1,"60%>rep>10%","Female",1,1,"White"
"586",2,"60%>rep>10%","Female",3,2,"White"
"587",2,"60%>rep>10%","Male",3,4,"White"
"588",1,"60%>rep>10%","Male",1,3,"White"
"589",2,"60%>rep>10%","Male",1,3,"Other race"
"590",1,"60%>rep>10%","Male",1,2,"White"
"591",1,"60%>rep>10%","Female",2,1,"White"
"592",1,"60%>rep>10%","Female",2,1,"Other race"
"593",2,"60%>rep>10%","Female",1,1,"White"
"594",1,"60%>rep>10%","Male",2,3,"White"
"595",1,"60%>rep>10%","Female",1,1,"White"
"596",2,"60%>rep>10%","Female",1,1,"White"
"597",1,"60%>rep>10%","Male",1,1,"White"
"598",1,"60%>rep>10%","Male",1,3,"White"
"599",1,"60%>rep>10%","Female",1,3,"Asian"
"600",2,"60%>rep>10%","Female",1,3,"White"
"601",1,"60%>rep>10%","Female",1,1,"White"
"602",2,"60%>rep>10%","Male",1,1,"White"
"603",1,"60%>rep>10%","Male",1,1,"White"
"604",1,"60%>rep>10%","Female",2,1,"White"
"605",1,"60%>rep>10%","Female",1,1,"White"
"606",2,"60%>rep>10%","Female",2,2,"Asian"
"607",2,"60%>rep>10%","Female",1,1,"White"
"608",1,"60%>rep>10%","Female",1,1,"White"
"609",1,"60%>rep>10%","Female",1,1,"White"
"610",1,"60%>rep>10%","Female",1,3,"Black"
"611",2,"60%>rep>10%","Male",1,2,"Asian"
"612",2,"60%>rep>10%","Female",3,2,"White"
"613",1,"60%>dem>10%","Male",1,2,"White"
"614",1,"60%>dem>10%","Female",2,1,"White"
"615",1,"60%>dem>10%","Male",1,2,"White"
"616",2,"60%>dem>10%","Female",1,3,"White"
"617",3,"60%>dem>10%","Female",3,4,"White"
"618",3,"60%>dem>10%","Male",2,3,"White"
"619",1,"60%>dem>10%","Female",2,1,"White"
"620",1,"60%>dem>10%","Female",1,1,"White"
"621",2,"60%>dem>10%","Male",3,5,"White"
"622",2,"60%>dem>10%","Male",2,3,"White"
"623",1,"60%>dem>10%","Female",2,2,"White"
"624",2,"60%>dem>10%","Female",2,2,"Asian"
"625",2,"60%>dem>10%","Female",1,2,"White"
"626",1,"60%>dem>10%","Male",2,1,"White"
"627",1,"60%>dem>10%","Female",3,2,"White"
"628",1,"60%>dem>10%","Female",1,2,"Asian"
"629",1,"60%>dem>10%","Female",2,5,"Black"
"630",2,"60%>dem>10%","Male",2,1,"White"
"631",2,"60%>dem>10%","Female",3,3,"Asian"
"632",1,"60%>dem>10%","Male",1,2,"White"
"633",1,"60%>dem>10%","Female",2,2,"White"
"634",2,"60%>dem>10%","Male",2,2,"White"
"635",2,"60%>dem>10%","Female",1,2,"White"
"636",1,"60%>dem>10%","Female",1,1,"White"
"637",1,"60%>dem>10%","Male",1,3,"White"
"638",3,"60%>dem>10%","Male",3,3,"White"
"639",1,"60%>dem>10%","Female",2,3,"White"
"640",2,"60%>dem>10%","Male",3,3,"White"
"641",1,"60%>dem>10%","Female",1,1,"White"
"642",2,"60%>dem>10%","Female",1,2,"White"
"643",3,"60%>dem>10%","Male",1,2,"Other race"
"644",1,"60%>dem>10%","Male",3,4,"Asian"
"645",1,"60%>dem>10%","Female",1,1,"Black"
"646",1,"60%>dem>10%","Female",1,3,"White"
"647",1,"60%>dem>10%","Female",1,3,"White"
"648",1,"60%>dem>10%","Female",1,2,"White"
"649",1,"60%>dem>10%","Male",1,1,"White"
"650",2,"60%>dem>10%","Male",1,2,"White"
"651",1,"60%>dem>10%","Female",1,3,"Black"
"652",3,"60%>dem>10%","Female",3,3,"White"
"653",1,"60%>dem>10%","Female",1,1,"White"
"654",1,"60%>dem>10%","Male",3,3,"Asian"
"655",2,"60%>dem>10%","Female",1,2,"White"
"656",1,"60%>dem>10%","Male",2,2,"White"
"657",2,"60%>dem>10%","Female",2,1,"White"
"658",1,"60%>dem>10%","Female",3,3,"White"
"659",1,"60%>dem>10%","Female",1,2,"White"
"660",3,"60%>dem>10%","Female",2,3,"White"
"661",1,"60%>dem>10%","Male",2,2,"White"
"662",1,"60%>dem>10%","Female",1,2,"White"
"663",1,"60%>dem>10%","Female",1,1,"Black"
"664",2,"60%>dem>10%","Male",2,2,"Other race"
"665",2,"60%>dem>10%","Female",1,1,"White"
"666",1,"60%>dem>10%","Female",1,1,"White"
"667",2,"60%>dem>10%","Male",3,4,"Black"
"668",1,"60%>dem>10%","Male",1,5,"Asian"
"669",1,"60%>dem>10%","Male",3,2,"Other race"
"670",2,"60%>dem>10%","Male",2,5,"White"
"671",1,"60%>dem>10%","Male",1,2,"White"
"672",3,"60%>dem>10%","Female",3,5,"White"
"673",1,"60%>dem>10%","Male",3,4,"White"
"674",2,"60%>dem>10%","Male",3,1,"Asian"
"675",1,"60%>dem>10%","Female",1,2,"White"
"676",1,"60%>dem>10%","Female",1,2,"White"
"677",1,"60%>dem>10%","Male",2,3,"White"
"678",2,"60%>dem>10%","Male",3,5,"White"
"679",1,"60%>dem>10%","Male",1,2,"Asian"
"680",2,"60%>dem>10%","Female",3,3,"White"
"681",1,"60%>dem>10%","Male",2,3,"White"
"682",1,"60%>dem>10%","Female",1,1,"White"
"683",1,"60%>dem>10%","Female",2,2,"Asian"
"684",1,"60%>dem>10%","Female",1,1,"White"
"685",2,"60%>dem>10%","Male",1,2,"White"
"686",2,"60%>dem>10%","Male",1,2,"White"
"687",3,"60%>dem>10%","Female",1,1,"White"
"688",1,"60%>dem>10%","Male",3,2,"White"
"689",1,"60%>dem>10%","Female",1,3,"White"
"690",2,"60%>dem>10%","Female",2,2,"White"
"691",1,"60%>dem>10%","Male",1,1,"White"
"692",1,"60%>dem>10%","Female",2,1,"Asian"
"693",1,"60%>dem>10%","Male",2,2,"White"
"694",1,"60%>dem>10%","Female",3,1,"White"
"695",1,"60%>dem>10%","Female",1,5,"White"
"696",2,"60%>dem>10%","Male",3,3,"White"
"697",2,"60%>dem>10%","Male",1,4,"White"
"698",1,"60%>dem>10%","Female",1,2,"White"
"699",1,"60%>dem>10%","Female",1,2,"White"
"700",1,"60%>dem>10%","Female",2,1,"White"
"701",1,"60%>dem>10%","Male",2,2,"Asian"
"702",1,"60%>dem>10%","Male",1,1,"White"
"703",3,"60%>dem>10%","Female",2,1,"White"
"704",1,"60%>dem>10%","Male",3,1,"Asian"
"705",1,"60%>dem>10%","Male",3,1,"White"
"706",2,"60%>dem>10%","Female",2,1,"White"
"707",1,"60%>dem>10%","Male",3,2,"White"
"708",1,"60%>dem>10%","Male",1,1,"White"
"709",1,"60%>dem>10%","Female",1,1,"Black"
"710",1,"60%>dem>10%","Male",1,1,"White"
"711",2,"60%>dem>10%","Male",1,2,"White"
"712",2,"60%>dem>10%","Male",3,5,"White"
"713",2,"60%>dem>10%","Female",2,2,"Black"
"714",1,"60%>dem>10%","Female",3,2,"Black"
"715",2,"60%>dem>10%","Female",2,2,"White"
"716",1,"60%>dem>10%","Male",3,2,"Black"
"717",2,"60%>dem>10%","Female",1,2,"White"
"718",1,"60%>dem>10%","Female",3,4,"White"
"719",2,"60%>dem>10%","Male",2,3,"White"
"720",1,"60%>dem>10%","Male",3,4,"White"
"721",1,"60%>dem>10%","Male",3,5,"White"
"722",2,"60%>dem>10%","Male",1,2,"White"
"723",2,"60%>dem>10%","Female",2,4,"White"
"724",2,"60%>dem>10%","Female",3,5,"White"
"725",1,"60%>dem>10%","Male",3,3,"White"
"726",1,"60%>dem>10%","Male",1,2,"Asian"
"727",2,"60%>dem>10%","Female",1,2,"White"
"728",1,"60%>dem>10%","Female",1,1,"White"
"729",2,"60%>dem>10%","Female",3,3,"Asian"
"730",1,"60%>dem>10%","Male",1,2,"White"
"731",1,"60%>dem>10%","Male",1,1,"White"
"732",1,"60%>dem>10%","Female",2,1,"Asian"
"733",2,"60%>dem>10%","Female",3,4,"Asian"
"734",1,"60%>dem>10%","Male",1,2,"Asian"
"735",2,"60%>dem>10%","Female",2,1,"Asian"
"736",1,"60%>dem>10%","Female",3,1,"Asian"
"737",2,"60%>dem>10%","Female",3,3,"Asian"
"738",1,"60%>dem>10%","Male",3,2,"White"
"739",1,"60%>dem>10%","Female",1,1,"White"
"740",2,"60%>dem>10%","Male",3,4,"Asian"
"741",1,"60%>dem>10%","Male",2,1,"White"
"742",2,"60%>dem>10%","Male",2,1,"Black"
"743",2,"60%>dem>10%","Female",3,3,"White"
"744",1,"60%>dem>10%","Female",3,4,"White"
"745",3,"60%>dem>10%","Female",1,2,"White"
"746",2,"60%>dem>10%","Male",2,2,"White"
"747",2,"60%>dem>10%","Male",2,2,"Black"
"748",1,"60%>dem>10%","Female",2,2,"White"
"749",1,"60%>dem>10%","Female",2,4,"Asian"
"750",1,"60%>dem>10%","Female",1,1,"White"
"751",1,"60%>dem>10%","Male",2,2,"White"
"752",2,"60%>dem>10%","Female",1,5,"White"
"753",1,"60%>dem>10%","Female",3,3,"White"
"754",2,"60%>dem>10%","Male",1,2,"White"
"755",1,"60%>dem>10%","Male",1,4,"Asian"
"756",2,"60%>dem>10%","Male",3,5,"White"
"757",1,"60%>dem>10%","Female",1,1,"White"
"758",1,"60%>dem>10%","Male",3,1,"White"
"759",2,"60%>dem>10%","Female",3,3,"Black"
"760",3,"60%>dem>10%","Female",2,1,"Asian"
"761",1,"60%>dem>10%","Female",2,3,"Asian"
"762",1,"60%>dem>10%","Female",1,1,"White"
"763",1,"60%>dem>10%","Female",3,3,"White"
"764",2,"60%>dem>10%","Male",1,3,"Asian"
"765",2,"60%>dem>10%","Female",3,2,"White"
"766",1,"60%>dem>10%","Male",2,1,"White"
"767",2,"60%>dem>10%","Female",2,1,"White"
"768",1,"60%>dem>10%","Female",1,5,"White"
"769",2,"60%>dem>10%","Male",2,1,"White"
"770",1,"60%>dem>10%","Female",1,2,"White"
"771",2,"60%>dem>10%","Male",1,1,"White"
"772",1,"60%>dem>10%","Female",2,5,"White"
"773",1,"60%>dem>10%","Female",2,2,"Black"
"774",1,"60%>dem>10%","Female",2,2,"White"
"775",1,"60%>dem>10%","Female",1,1,"White"
"776",1,"60%>dem>10%","Male",1,1,"White"
"777",1,"60%>dem>10%","Male",3,5,"White"
"778",1,"60%>dem>10%","Female",1,3,"White"
"779",1,"60%>dem>10%","Female",1,1,"White"
"780",1,"60%>dem>10%","Female",2,2,"White"
"781",2,"60%>dem>10%","Male",3,1,"White"
"782",1,"60%>dem>10%","Male",1,3,"White"
"783",2,"60%>dem>10%","Male",2,3,"White"
"784",1,"60%>dem>10%","Male",2,1,"Other race"
"785",2,"60%>dem>10%","Female",2,1,"White"
"786",1,"60%>dem>10%","Male",3,5,"White"
"787",1,"60%>dem>10%","Female",1,2,"White"
"788",3,"60%>dem>10%","Male",3,3,"White"
"789",1,"60%>dem>10%","Female",1,1,"White"
"790",3,"60%>dem>10%","Male",1,3,"White"
"791",2,"60%>dem>10%","Female",2,2,"White"
"792",1,"60%>dem>10%","Male",1,2,"White"
"793",1,"60%>dem>10%","Male",1,2,"White"
"794",1,"60%>dem>10%","Male",2,2,"White"
"795",1,"60%>dem>10%","Female",3,3,"White"
"796",2,"60%>dem>10%","Female",3,1,"White"
"797",1,"60%>dem>10%","Male",2,2,"Black"
"798",2,"60%>dem>10%","Male",3,5,"White"
"799",1,"60%>dem>10%","Female",1,2,"White"
"800",1,"60%>dem>10%","Female",3,4,"White"
"801",1,"60%>dem>10%","Male",1,2,"White"
"802",1,"60%>dem>10%","Male",2,5,"White"
"803",1,"60%>dem>10%","Female",1,1,"White"
"804",2,"60%>dem>10%","Male",2,2,"White"
"805",2,"60%>dem>10%","Female",1,2,"White"
"806",1,"60%>dem>10%","Female",1,2,"White"
"807",1,"60%>dem>10%","Female",1,1,"White"
"808",1,"60%>dem>10%","Female",3,1,"Asian"
"809",1,"60%>dem>10%","Female",3,5,"Asian"
"810",1,"60%>dem>10%","Female",1,1,"White"
"811",1,"60%>dem>10%","Female",1,2,"White"
"812",1,"60%>dem>10%","Female",3,1,"Asian"
"813",1,"60%>dem>10%","Female",3,2,"White"
"814",1,"60%>dem>10%","Female",3,2,"White"
"815",2,"60%>dem>10%","Male",2,2,"White"
"816",2,"60%>dem>10%","Female",2,3,"White"
"817",2,"60%>dem>10%","Male",3,3,"White"
"818",1,"60%>dem>10%","Male",1,1,"Black"
"819",1,"60%>dem>10%","Male",1,3,"White"
"820",1,"60%>dem>10%","Female",1,2,"Asian"
"821",1,"60%>dem>10%","Male",1,3,"White"
"822",3,"60%>dem>10%","Male",3,4,"White"
"823",3,"60%>dem>10%","Male",3,3,"White"
"824",1,"60%>dem>10%","Female",1,1,"White"
"825",2,"60%>dem>10%","Male",2,2,"Asian"
"826",2,"60%>dem>10%","Male",1,2,"Black"
"827",1,"60%>dem>10%","Male",2,1,"White"
"828",1,"60%>dem>10%","Female",1,1,"Black"
"829",1,"60%>dem>10%","Female",3,4,"Asian"
"830",3,"60%>dem>10%","Male",3,1,"Asian"
"831",1,"60%>dem>10%","Male",1,2,"Black"
"832",2,"60%>dem>10%","Male",3,1,"White"
"833",2,"60%>dem>10%","Female",2,4,"White"
"834",1,"60%>dem>10%","Male",1,1,"White"
"835",1,"60%>dem>10%","Female",1,1,"White"
"836",1,"60%>dem>10%","Female",1,1,"White"
"837",1,"60%>dem>10%","Male",3,2,"White"
"838",2,"60%>dem>10%","Female",1,2,"White"
"839",2,"60%>dem>10%","Male",2,2,"White"
"840",1,"60%>dem>10%","Female",3,2,"White"
"841",1,"60%>dem>10%","Male",2,1,"White"
"842",1,"60%>dem>10%","Female",1,5,"Asian"
"843",1,"60%>dem>10%","Female",2,2,"Asian"
"844",1,"60%>dem>10%","Male",2,1,"White"
"845",1,"60%>dem>10%","Female",1,1,"White"
"846",1,"60%>dem>10%","Female",3,2,"White"
"847",1,"60%>dem>10%","Male",1,1,"Black"
"848",3,"60%>dem>10%","Female",3,2,"White"
"849",1,"60%>dem>10%","Male",2,3,"White"
"850",1,"60%>dem>10%","Female",3,2,"Asian"
"851",2,"60%>dem>10%","Female",1,2,"White"
"852",1,"60%>dem>10%","Female",1,1,"White"
"853",2,"60%>dem>10%","Female",3,5,"White"
"854",1,"60%>dem>10%","Male",1,2,"White"
"855",1,"60%>dem>10%","Male",1,1,"White"
"856",2,"60%>dem>10%","Male",1,2,"White"
"857",2,"60%>dem>10%","Male",1,2,"White"
"858",1,"60%>dem>10%","Female",1,1,"White"
"859",2,"60%>dem>10%","Male",1,3,"White"
"860",2,"60%>dem>10%","Male",1,3,"White"
"861",2,"60%>dem>10%","Male",1,1,"White"
"862",1,"60%>dem>10%","Female",1,4,"Asian"
"863",1,"60%>dem>10%","Male",1,1,"White"
"864",1,"60%>dem>10%","Female",2,2,"White"
"865",1,"60%>dem>10%","Female",3,2,"White"
"866",1,"60%>dem>10%","Male",1,2,"White"
"867",1,"60%>dem>10%","Male",2,2,"White"
"868",2,"60%>dem>10%","Male",3,1,"White"
"869",1,"60%>dem>10%","Female",1,1,"White"
"870",1,"60%>dem>10%","Female",2,1,"White"
"871",1,"60%>dem>10%","Male",1,4,"White"
"872",1,"60%>dem>10%","Female",3,1,"White"
"873",1,"60%>dem>10%","Female",1,1,"White"
"874",1,"60%>dem>10%","Female",2,1,"White"
"875",2,"60%>dem>10%","Female",2,1,"Asian"
"876",1,"60%>dem>10%","Female",1,2,"White"
"877",1,"60%>dem>10%","Female",1,1,"White"
"878",1,"60%>dem>10%","Female",3,1,"Asian"
"879",1,"60%>dem>10%","Male",1,1,"White"
"880",2,"60%>dem>10%","Female",2,4,"Asian"
"881",2,"60%>dem>10%","Male",2,2,"White"
"882",1,"60%>dem>10%","Female",3,2,"White"
"883",1,"60%>dem>10%","Male",2,1,"White"
"884",1,"60%>dem>10%","Female",3,2,"Asian"
"885",2,"60%>dem>10%","Female",1,2,"White"
"886",1,"60%>dem>10%","Female",1,5,"White"
"887",1,"60%>dem>10%","Female",1,1,"White"
"888",1,"60%>dem>10%","Male",3,2,"Asian"
"889",3,"60%>dem>10%","Female",3,5,"White"
"890",2,"60%>dem>10%","Male",1,1,"White"
"891",2,"60%>dem>10%","Male",3,3,"White"
"892",1,"60%>dem>10%","Female",3,3,"White"
"893",1,"60%>dem>10%","Female",2,1,"White"
"894",3,"60%>dem>10%","Female",3,3,"White"
"895",1,"60%>dem>10%","Female",1,1,"White"
"896",2,"60%>dem>10%","Female",3,2,"White"
"897",2,"60%>dem>10%","Female",3,4,"White"
"898",1,"60%>dem>10%","Male",3,4,"White"
"899",1,"60%>dem>10%","Female",1,1,"Black"
"900",1,"60%>dem>10%","Male",1,2,"White"
"901",1,"60%>dem>10%","Female",1,1,"White"
"902",1,"60%>dem>10%","Female",2,1,"White"
"903",1,"60%>dem>10%","Male",2,2,"White"
"904",3,"60%>dem>10%","Female",3,3,"White"
"905",1,"60%>dem>10%","Male",1,1,"White"
"906",1,"60%>dem>10%","Male",1,2,"White"
"907",1,"60%>dem>10%","Male",1,2,"White"
"908",2,"60%>dem>10%","Female",2,3,"White"
"909",1,"60%>dem>10%","Male",1,1,"White"
"910",1,"60%>dem>10%","Female",3,1,"Asian"
"911",1,"60%>dem>10%","Male",3,5,"Asian"
"912",2,"60%>dem>10%","Female",1,2,"White"
"913",2,"60%>dem>10%","Female",2,1,"White"
"914",2,"60%>dem>10%","Female",2,3,"White"
"915",1,"60%>dem>10%","Female",3,1,"White"
"916",1,"60%>dem>10%","Male",1,2,"White"
"917",2,"60%>dem>10%","Female",2,2,"White"
"918",2,"60%>dem>10%","Female",1,1,"Asian"
"919",1,"60%>dem>10%","Female",1,1,"White"
"920",1,"60%>dem>10%","Female",1,2,"White"
"921",1,"60%>dem>10%","Male",3,5,"Black"
"922",1,"60%>dem>10%","Male",1,1,"White"
"923",1,"60%>dem>10%","Female",3,1,"White"
"924",1,"60%>dem>10%","Female",2,4,"White"
"925",1,"60%>dem>10%","Female",1,3,"White"
"926",1,"60%>dem>10%","Female",1,2,"Asian"
"927",1,"60%>dem>10%","Female",2,1,"White"
"928",2,"60%>dem>10%","Female",1,1,"White"
"929",1,"60%>dem>10%","Female",2,3,"White"
"930",1,"60%>dem>10%","Male",3,2,"Asian"
"931",2,"60%>dem>10%","Female",1,2,"White"
"932",1,"60%>dem>10%","Male",2,2,"Black"
"933",1,"60%>dem>10%","Male",1,1,"White"
"934",1,"60%>dem>10%","Male",1,2,"White"
"935",3,"60%>dem>10%","Male",2,3,"White"
"936",2,"60%>dem>10%","Male",1,3,"White"
"937",1,"60%>dem>10%","Male",1,2,"White"
"938",2,"60%>dem>10%","Female",2,3,"White"
"939",1,"60%>dem>10%","Female",1,2,"White"
"940",2,"60%>dem>10%","Male",3,2,"White"
"941",1,"60%>dem>10%","Female",1,1,"White"
"942",3,"60%>dem>10%","Male",3,3,"White"
"943",2,"60%>dem>10%","Female",3,3,"White"
"944",1,"60%>dem>10%","Female",3,4,"Asian"
"945",1,"60%>dem>10%","Female",1,2,"White"
"946",2,"60%>dem>10%","Male",2,3,"White"
"947",1,"60%>dem>10%","Male",2,1,"Black"
"948",1,"60%>dem>10%","Male",1,1,"Asian"
"949",1,"60%>dem>10%","Female",1,1,"White"
"950",1,"60%>dem>10%","Male",1,1,"White"
"951",1,"60%>dem>10%","Female",2,1,"White"
"952",1,"60%>dem>10%","Male",2,2,"White"
"953",1,"60%>dem>10%","Male",3,4,"White"
"954",1,"60%>dem>10%","Female",1,2,"White"
"955",3,"60%>dem>10%","Female",2,3,"White"
"956",2,"60%>dem>10%","Female",2,3,"White"
"957",1,"60%>dem>10%","Male",1,2,"White"
"958",1,"60%>dem>10%","Male",1,1,"Other race"
"959",3,"60%>dem>10%","Female",3,5,"White"
"960",1,"60%>dem>10%","Male",1,1,"White"
"961",1,"60%>dem>10%","Female",2,3,"Asian"
"962",2,"60%>dem>10%","Female",1,1,"White"
"963",2,"60%>dem>10%","Female",3,1,"White"
"964",1,"60%>dem>10%","Male",1,1,"White"
"965",2,"60%>dem>10%","Female",2,2,"White"
"966",1,"60%>dem>10%","Male",2,1,"Black"
"967",2,"60%>dem>10%","Male",2,1,"Asian"
"968",2,"60%>dem>10%","Male",2,2,"White"
"969",1,"60%>dem>10%","Female",1,3,"White"
"970",1,"60%>dem>10%","Male",3,1,"White"
"971",1,"60%>dem>10%","Female",1,1,"White"
"972",1,"60%>dem>10%","Male",1,1,"White"
"973",3,"60%>dem>10%","Female",3,3,"White"
"974",2,"60%>dem>10%","Male",2,1,"White"
"975",2,"60%>dem>10%","Male",2,4,"White"
"976",2,"60%>dem>10%","Male",1,1,"Asian"
"977",1,"60%>dem>10%","Male",3,3,"White"
"978",2,"60%>dem>10%","Female",3,2,"White"
"979",2,"60%>dem>10%","Male",1,2,"White"
"980",1,"60%>dem>10%","Male",3,1,"White"
"981",1,"60%>dem>10%","Male",3,3,"Asian"
"982",1,"60%>dem>10%","Female",1,2,"White"
"983",2,"60%>dem>10%","Female",3,2,"White"
"984",1,"60%>dem>10%","Male",1,2,"White"
"985",1,"60%>dem>10%","Female",2,2,"White"
"986",1,"60%>dem>10%","Male",2,2,"White"
"987",1,"60%>dem>10%","Male",3,3,"Asian"
"988",2,"60%>dem>10%","Male",3,3,"White"
"989",1,"60%>dem>10%","Female",3,1,"White"
"990",1,"60%>dem>10%","Female",1,1,"White"
"991",2,"60%>dem>10%","Female",1,1,"Black"
"992",1,"60%>dem>10%","Male",1,4,"Black"
"993",2,"60%>dem>10%","Female",3,2,"Black"
"994",1,"60%>dem>10%","Female",1,1,"White"
"995",1,"60%>dem>10%","Male",1,3,"White"
"996",1,"60%>dem>10%","Female",1,2,"White"
"997",1,"60%>dem>10%","Male",2,1,"White"
"998",1,"60%>dem>10%","Male",1,1,"White"
"999",3,"60%>dem>10%","Female",3,4,"White"
"1000",2,"60%>dem>10%","Female",1,2,"Black"
"1001",2,"60%>dem>10%","Female",2,1,"Black"
"1002",3,"60%>dem>10%","Male",2,3,"White"
"1003",1,"60%>dem>10%","Male",1,3,"White"
"1004",2,"60%>dem>10%","Female",3,2,"White"
"1005",1,"60%>dem>10%","Male",3,2,"Asian"
"1006",1,"60%>dem>10%","Female",3,1,"White"
"1007",1,"60%>dem>10%","Female",3,2,"Black"
"1008",1,"60%>dem>10%","Female",1,2,"White"
"1009",1,"60%>dem>10%","Male",3,3,"Asian"
"1010",1,"60%>dem>10%","Female",1,2,"White"
"1011",2,"60%>dem>10%","Female",2,2,"Black"
"1012",2,"60%>dem>10%","Female",2,3,"White"
"1013",2,"60%>dem>10%","Male",3,3,"White"
"1014",1,"60%>dem>10%","Female",3,2,"White"
"1015",1,"60%>dem>10%","Male",1,2,"White"
"1016",2,"60%>dem>10%","Male",3,1,"Asian"
"1017",1,"60%>dem>10%","Male",3,5,"Asian"
"1018",1,"60%>dem>10%","Female",1,1,"White"
"1019",1,"60%>dem>10%","Female",1,1,"White"
"1020",1,"60%>dem>10%","Male",1,2,"White"
"1021",1,"60%>dem>10%","Female",3,2,"Asian"
"1022",1,"60%>dem>10%","Female",1,1,"White"
"1023",1,"60%>dem>10%","Female",3,5,"Asian"
"1024",1,"60%>dem>10%","Male",3,2,"White"
"1025",3,"60%>dem>10%","Female",3,3,"White"
"1026",2,"60%>dem>10%","Female",3,3,"White"
"1027",2,"60%>dem>10%","Male",3,3,"White"
"1028",1,"60%>dem>10%","Male",2,4,"Asian"
"1029",2,"60%>dem>10%","Male",3,5,"White"
"1030",2,"60%>dem>10%","Female",3,3,"White"
"1031",1,"60%>dem>10%","Male",1,1,"White"
"1032",1,"60%>dem>10%","Female",2,1,"White"
"1033",2,"60%>dem>10%","Female",2,5,"Black"
"1034",1,"60%>dem>10%","Male",2,2,"White"
"1035",2,"60%>dem>10%","Male",3,3,"White"
"1036",1,"60%>dem>10%","Female",2,1,"White"
"1037",1,"60%>dem>10%","Male",3,3,"Asian"
"1038",2,"60%>dem>10%","Male",3,1,"White"
"1039",2,"60%>dem>10%","Female",2,3,"White"
"1040",1,"60%>dem>10%","Female",3,1,"Asian"
"1041",1,"60%>dem>10%","Female",1,1,"White"
"1042",1,"60%>dem>10%","Male",1,2,"White"
"1043",2,"60%>dem>10%","Female",3,2,"White"
"1044",3,"60%>dem>10%","Male",2,3,"White"
"1045",1,"60%>dem>10%","Male",1,2,"White"
"1046",2,"60%>dem>10%","Female",2,1,"Other race"
"1047",1,"60%>dem>10%","Female",1,4,"White"
"1048",1,"60%>dem>10%","Male",1,3,"White"
"1049",1,"60%>dem>10%","Male",1,2,"White"
"1050",1,"60%>dem>10%","Male",1,1,"Other race"
"1051",2,"60%>dem>10%","Female",3,3,"White"
"1052",1,"60%>dem>10%","Female",1,1,"White"
"1053",1,"60%>dem>10%","Male",1,4,"White"
"1054",1,"60%>dem>10%","Male",1,2,"White"
"1055",2,"60%>dem>10%","Female",3,4,"Asian"
"1056",1,"60%>dem>10%","Male",1,1,"White"
"1057",2,"60%>dem>10%","Female",2,2,"White"
"1058",2,"60%>dem>10%","Male",3,3,"Black"
"1059",1,"60%>dem>10%","Male",1,2,"Black"
"1060",1,"60%>dem>10%","Female",2,2,"White"
"1061",1,"60%>dem>10%","Female",1,1,"White"
"1062",2,"60%>dem>10%","Male",2,2,"White"
"1063",1,"60%>dem>10%","Female",1,2,"White"
"1064",2,"60%>dem>10%","Male",3,3,"White"
"1065",1,"60%>dem>10%","Male",1,2,"White"
"1066",1,"60%>dem>10%","Female",1,1,"Black"
"1067",2,"60%>dem>10%","Female",1,1,"White"
"1068",1,"60%>dem>10%","Male",1,1,"White"
"1069",1,"60%>dem>10%","Female",1,2,"White"
"1070",1,"60%>dem>10%","Male",1,1,"White"
"1071",2,"60%>dem>10%","Female",3,2,"White"
